3.274386990221662963e-02,7.904258136428760073e-02
-1.928822242247363664e-02,-1.594895136787310153e-01
-2.140391092968197979e-03,1.035415853329330338e-01
-4.387908851730501492e-03,4.121268299675354824e-02
1.743979059120485259e-02,1.183845578493812264e-02
-1.817955491063846796e-02,-8.732699665999468785e-02
-1.760085948184146208e-03,3.340882277187766369e-02
2.727318747808836832e-02,-1.981505906452872279e-01
1.595548099275227597e-03,1.882079966401715987e-02
1.952751789895839085e-01,1.563980046461851403e+00
-2.096731159714505799e-01,-6.589592206902319393e-01
-2.918576794688045929e-04,-1.089502821874796957e-03
1.797367730136816585e-04,1.389000640881557285e-03
1.266459514502769746e-05,-7.650742374475328006e-04
2.509080829341574229e-05,-2.069192020002519089e-04
-1.483692546960412235e-04,1.193714704930271670e-04
1.204367198033978861e-04,6.695619161065529713e-04
1.476892789896710616e-05,-2.102333675125882240e-04
-2.256007290985966908e-04,1.686965741585378948e-03
-1.185998111058580993e-06,-1.127176483543847050e-04
-3.336352108733645072e-02,-1.379826250092284490e-01
7.307719498807306187e-07,3.496240395754666733e-06
-4.394944018641624979e-07,-3.640385317118451107e-06
-3.088894090468576198e-08,1.915539687463411502e-06
-4.025612582879751583e-08,3.211160693903822789e-07
3.343020560095465537e-07,-4.425438009107597469e-07
-2.280037109359999030e-07,-1.459989610586296513e-06
-2.907681017814962901e-08,4.022987642341817522e-07
5.579741200601511209e-07,-4.040514090306247066e-06
-7.167672327395243986e-09,2.049393705507572320e-07
1.061234269717530520e-03,3.335543076221730591e-03
