1.798749161272122574e-02,1.752242111920558620e-01
-3.045517127283883449e-02,-1.080957610386322210e-01
-3.026922523740014064e-03,5.703453791883771745e-02
-4.102050115606013792e-03,4.652616971319152583e-02
1.073220491152230595e-02,1.630462463310351079e-02
-1.700599820916967250e-02,-7.412112107940713179e-02
3.284685325178626509e-03,1.131926944375749068e-02
3.882947250331602457e-02,-1.610495267450436641e-01
6.084892771178320586e-03,-1.018751615567065451e-03
1.057901629330441212e-01,2.815553379767318787e-01
-1.647892759355659154e-01,-7.786797560981675304e-01
-9.928815574570654904e-05,-2.143745792624699668e-03
2.898883299777683356e-04,9.117006357282135499e-04
1.613756580350553723e-05,-1.821710589740112090e-04
2.530353181464110702e-05,-1.700933920224701628e-04
-5.589908790377564300e-05,1.921736480395439133e-05
1.305827414524567685e-04,4.849398994273468235e-04
-1.051676170598513674e-05,-2.207914697190556578e-05
-2.914457930136366763e-04,1.322658534038168281e-03
-1.928959547073858967e-05,1.888385891706523477e-06
-1.683297838861032986e-02,-2.536607478198312296e-02
6.272128508459943836e-08,6.841180170890827615e-06
-7.356489418596014037e-07,-2.355888247553467000e-06
-2.251449324879900145e-08,1.789694682565262538e-07
-3.464676582553253163e-08,2.021727939167350073e-07
6.801974304661677961e-08,-8.451399084657428063e-08
-2.797801660411473795e-07,-9.070966733401443619e-07
1.045277984799254134e-08,3.269903861787298041e-08
6.760845890157653743e-07,-3.125405342467817855e-06
1.763342147695024182e-08,4.162877728859257573e-08
3.348305726718008133e-04,5.455747929852136852e-04
