-4.537343283778445292e-03,-7.568984472046205465e-04
1.668076617530878537e-03,-5.513447566911977094e-04
2.031129023557485397e-03,2.747130332731806054e-03
-2.730402756576165262e-04,-4.684645812893914376e-04
-2.190535379552713984e-04,-1.347721316714568926e-03
-2.006767356270042126e-03,-3.787524041880670710e-04
-1.807929050888533624e-03,-3.052992862542595729e-05
1.684460738401663635e-03,-4.318324712708015121e-04
-5.066990668388442198e-03,-7.586408610763826013e-04
9.242951642023010395e-03,2.655479546460223945e-03
