-2.378432245608093094e-03,-1.947075340432859875e-02
2.792498537309802474e-04,-5.471620831474742312e-03
3.380393693326221721e-03,-5.419858506267396549e-04
-4.686766615379306736e-04,1.093227785333384175e-02
-7.117925568373179458e-04,1.023502180634087468e-02
3.181513964260359836e-05,-2.026250734951903082e-02
3.166882733611223947e-04,1.116810763126396822e-02
1.000992285102650635e-04,-5.643320314267270474e-03
-6.907333211785249803e-04,5.622159990194781909e-03
-1.228064729567299174e-02,1.782885685384688265e-02
-1.046190624098813499e-01,-5.767891921971550762e-01
