9.199387770392536065e-03,-1.055752028489127109e-02
9.030508489694505890e-04,-5.262277463252853713e-03
5.684919314150035929e-03,2.474799198018163247e-03
2.041543510716358357e-03,1.419761194108320676e-02
4.169595108998220070e-03,1.204998040128691349e-02
4.420499716143313530e-03,-1.505350391690198769e-02
5.966255133235053368e-03,1.666046329945325769e-02
-2.454585828717298249e-04,-5.118254114207359748e-03
6.734814862302251730e-03,1.268665248435702289e-02
-9.184395264312195106e-02,-7.364788686624823555e-02
1.829810759632097827e+00,8.906963013070020585e-01
