-1.986521829203743636e-03,-1.947075340432859875e-02
2.043164144902515154e-04,-5.471620831474742312e-03
3.876945826299934422e-03,-5.419858506267396549e-04
-6.936301373083579190e-04,1.093227785333384175e-02
-7.840353858900302002e-04,1.023502180634087468e-02
-4.150744300008676261e-04,-2.026250734951903082e-02
4.038549844956594603e-04,1.116810763126396822e-02
-5.334875075823019511e-04,-5.643320314267270474e-03
-9.940988488003515196e-04,5.622159990194781909e-03
-5.913749569363727435e-03,1.782885685384688265e-02
-2.601560018362710641e-02,-5.767891921971550762e-01
